Input_context,Input_title,Input_url,Answer_description
Tell me the lond island solar farm,Eastern_Long_Island_Solar_Project,https://en.wikipedia.org/wiki/Long_Island_Solar_Farm#Eastern_Long_Island_Solar_Project,"The 32 MW AC[1] Long Island Solar Farm (LISF), located in Upton, New York, is the largest photovoltaic array in the eastern U.S. In the table below you can see the generation per month a long the years from 2011 untill 2015."
Tell me the lond island solar farm,Eastern_Long_Island_Solar_Project,https://en.wikipedia.org/wiki/Long_Island_Solar_Farm#Eastern_Long_Island_Solar_Project,The table consist  of solar farm in Eastern long Island . It is located in 7 towns in eastern long island like Hauppauge and  Central Islip. Among them Ronkonkoma produces more output of 5  MW AC and maximum number of arrays
Tell me the lond island solar farm,Eastern_Long_Island_Solar_Project,https://en.wikipedia.org/wiki/Long_Island_Solar_Farm#Eastern_Long_Island_Solar_Project,The Eastern Long island Solar project or Suffolk Solar Carport Project is a group of projects. There are three at LIRR and car parks. There is $124 M being allotted to pay for the electricity that will be generated over the next 20 years. The plan to install solar at the Ronkonkoma states is currently stalled.
Tell me his singles?,Charted_singles,https://en.wikipedia.org/wiki/Maxine_Nightingale#Charted_singles,"Maxine Nightingale recorded 8 singles that made the charts between the years of 1976 and 1982, according to a chart I was able to find. The first single that made the charts by Nightingale was ""Right Back Where We Started From"" in 1976, and the last was ""Turn to Me"" in 1982"
Tell me his singles?,Charted_singles,https://en.wikipedia.org/wiki/Maxine_Nightingale#Charted_singles,I found a table of charted singles. It features different songs and how well they fared on different billboard charts between the years 1976 -1982.
Tell me his singles?,Charted_singles,https://en.wikipedia.org/wiki/Maxine_Nightingale#Charted_singles,"Maxine had about eight songs that charted between 1976 and 1982. In 1976, he had 'Right Back Where We Started From,' that charted at #2 on 'Billboard 100,' and 'Got To Be The One' that charted at #12 in Australia. In 1977, he had 'Love Hit Me' that charted at 11 in the United Kingdom, and 'Will You Be My Lover' at #44 in France. In 1979,  There was 'Lead Me at #5 on Billboard 100, and 'Bringing out the girl in me at #73 on Billboard Hot 100, and 'Turn to me' with Jimmy Ruffin that charted at #17 on 'Billboard R&B' in 1982."
Tell me his singles?,Charted_singles,https://en.wikipedia.org/wiki/Maxine_Nightingale#Charted_singles,"Here are the charted singles by Maxine Nightingale a  British R&B and soul music singer. The table consists of names of records and the year of the records. The table also provide the rankings of these records on various music charts like, UK, US Billboard hot 100, US Billboard R&B, NZ, Aus & Others."
Tell me his singles?,Charted_singles,https://en.wikipedia.org/wiki/Maxine_Nightingale#Charted_singles,"She released his first single back in 1976 titled Right back where we started from followed by Gotta Be the one in the same year , followed by two more in 1977 and capping off in 1982 with Turn me on which made the billboard #17 on the R&B list."
What were the performances of Stéphanie Dubois?,ITF_Circuit_finals,https://en.wikipedia.org/wiki/St%C3%A9phanie_Dubois#ITF_Circuit_finals,I found a table of ITF circuit finals. Stephanie Dubois has won 10 tournaments within the year 2004 to 2012 in singles. The first match was a win against Alexa Glatch.
What were the performances of Stéphanie Dubois?,ITF_Circuit_finals,https://en.wikipedia.org/wiki/St%C3%A9phanie_Dubois#ITF_Circuit_finals,"Stephanie Dubois has never participated in a $100,000 tournament, but has participated in two $75,000 tournaments, of which she won one and lost one. In August 2009, she beat Sania Mirza of India on a hard surface court 7-10 in Vancouver, Canada."
What were the performances of Stéphanie Dubois?,ITF_Circuit_finals,https://en.wikipedia.org/wiki/St%C3%A9phanie_Dubois#ITF_Circuit_finals,"I found a table of Stephanie Dubois. She is a tennis player from England. In single ITF Circuit finals, she won a minority of them, and most of the ones she played were worth around $50,000."
What were the performances of Stéphanie Dubois?,ITF_Circuit_finals,https://en.wikipedia.org/wiki/St%C3%A9phanie_Dubois#ITF_Circuit_finals,"I found a table of Stéphanie Dubois results in ITF Circuit Finals. She has played several, both singles (won 10, Lost 13) and doubles (won 8, Lost 9). In the double She played with partners from different nations. She never played a 100.000$ tournament but achieved many 75.000, 50.000, 25.000 and 10.000"
What were the performances of Stéphanie Dubois?,ITF_Circuit_finals,https://en.wikipedia.org/wiki/St%C3%A9phanie_Dubois#ITF_Circuit_finals,"I found a table of the ITF circuit finals. The red section indicate $100,000 tournament, the yellow indicate $75,000, the green indicate $50,000, the blue indicate $25,000, and the grey section indicate a $10,000 tournament. There are 23 tournament being played between June of 2004 and October of 2012. The first tournament begin with a win of $25,000 on June 2004 against Alexa Glatch while the last date of the tournament ends with a loss against Mariana Duque on October 2012."
Tell me about the national parks in Finnland,List_of_national_parks,https://en.wikipedia.org/wiki/List_of_national_parks_of_Finland#List_of_national_parks,"Here is the detail of National parks of Finland in tabular form. This detail provides us with the Name of National Parks in Finland, A photograph of the park, Region to which the park belongs, Area of Park in (Square Km), year of establishment, Visitation and Geographical coordinates (Longitudinal and Latitudinal)."
Tell me about the national parks in Finnland,List_of_national_parks,https://en.wikipedia.org/wiki/List_of_national_parks_of_Finland#List_of_national_parks,"According to a table I found, there are 40 national parks that are located in Finland. Some of these include Torronsuo, Repovesi, and Rokua, and most were established in the 20th century. They cover about 2.7% of Finland's area."
Tell me about the national parks in Finnland,List_of_national_parks,https://en.wikipedia.org/wiki/List_of_national_parks_of_Finland#List_of_national_parks,"i would like share some national parks about you There are 40 national parks in Finland. They are all managed by the Metsähallitus. The national parks cover a total area of 9,892 square kilometres (3,819 sq mi) – 2.7% of Finland's total land area. A total of 3.2 million people visited the parks in 2018"
Tell me about the national parks in Finnland,List_of_national_parks,https://en.wikipedia.org/wiki/List_of_national_parks_of_Finland#List_of_national_parks,"I found a table of national parks. The Archipelago park is located in Southwest Finland which had been established in the year 1982. The other parks are Teijo, bothnian bay and many more."
Tell me about the national parks in Finnland,List_of_national_parks,https://en.wikipedia.org/wiki/List_of_national_parks_of_Finland#List_of_national_parks,"I found a great table for National Parks in Finland. The table separates the parks by several criteria such as: Region, Land Area and even GPS coordinates. The list also includes a descriptive photo of an area i each park. For land area it seems that Lemmenjoki is the largest national park with 1100 square miles and located in Northern Finland. The smallest park is Bothnian Bay which is just under 1 square mile and located in Lapland, Finland."
How did he perform in single finals,Career_finals,https://en.wikipedia.org/wiki/Jos%C3%A9_Higueras#Career_finals,I found a table of Jose Higueras' - a tennis player's - wins vs. losses against different teams. He won 16 and lost 12. He played against a variety of countries.
How did he perform in single finals,Career_finals,https://en.wikipedia.org/wiki/Jos%C3%A9_Higueras#Career_finals,I found a table of José Higueras's singles  performance in finals . In total he had been in finals 28 times . Out of 28 times he had won 16 times and lost 12 times . All the winnings and losses in finals happened between the years 1975 and 1984 . 15 of his winnings were on clay surface .
How did he perform in single finals,Career_finals,https://en.wikipedia.org/wiki/Jos%C3%A9_Higueras#Career_finals,I found a table showing Jose Higueras' single career finals from 1975 to 1984 where there are 16 titles and 12 runner ups. I found out that he lost 12 matches and won 16 times of them. The matches were mostly played on a clay surface and he lost mostly to two players which are Guillermo Vilas and Víctor Pecci.
How did he perform in single finals,Career_finals,https://en.wikipedia.org/wiki/Jos%C3%A9_Higueras#Career_finals,"The table is about career finals of José Higueras a tennis coach and former professional tennis player from Spain. The career finals of singles played by Jose Higueras is (16 titles, 12 runner-ups). The table provides us with the detail of Result of fight, Number, Date, Tournament Location, Surface of court, Opponent name and score of the match."
How did he perform in single finals,Career_finals,https://en.wikipedia.org/wiki/Jos%C3%A9_Higueras#Career_finals,I found a table on career finals. He has 16 titles and 12 runner up positions. His career final started in the year 1975 which was a loss that was held at Sweden.
What films has Henrik Malberg acted?,Filmography,https://en.wikipedia.org/wiki/Henrik_Malberg#Filmography,"This is the table about the films of Henrik Malberg. The title of the table is Filmography. It provides information about the year of the movie, its title Danish, title in English, Role in movie and important notes about the movie."
What films has Henrik Malberg acted?,Filmography,https://en.wikipedia.org/wiki/Henrik_Malberg#Filmography,"I found a table showing Henrik Malberg's Filmography from 1910 to 1955. It shows which movies he starred in like ""The Word"" which is directed by Carl Th. Dreyer and he played the part of Morten Borgen. He also starred in ""The Vicar of Vejlby"" playing the  role of Præsten Søren Quist. Henrik also was a cast of 3 films by Fy & Bi Film namely, ""William Tell and Son"", ""Højt paa en Kvist"" and Pat and ""Patachon are Millionaires""."
What films has Henrik Malberg acted?,Filmography,https://en.wikipedia.org/wiki/Henrik_Malberg#Filmography,His career spans a total of 45 years with his first film in 1910 called Dorian Grays Portrait  and ending in 1955 with Order. He has made a total of 21 films with two in 1914 and making one each year there after with and skipping some years.
What films has Henrik Malberg acted?,Filmography,https://en.wikipedia.org/wiki/Henrik_Malberg#Filmography,"According to a table I found, Henrik Malberg acted in 21 films between the years of 1910 and 1955. The first film he made was the Picture of Dorian Gray, and the last one he was in was called ""The Word"" in English. The Word was the only movie he was in after World War 2."
What films has Henrik Malberg acted?,Filmography,https://en.wikipedia.org/wiki/Henrik_Malberg#Filmography,I found a table of Henrik Malberg Career in Film Industry. He worked as an actor in total 21 films in his career. He started career in year 1910 with his first film Dorian Grays Portræt (The Picture of Dorian Gray). Last film of his film career is an Ordet (The Word) which is directed by Carl Th. Dreyer in year 1955.
What are the populations?,Reserves,https://en.wikipedia.org/wiki/Millbrook_First_Nation#Reserves,"This table is about seven reserves of Millbrook First Nation. The table provide us Community, area, Location, Population and date of Establishment of all seven reserves."
What are the populations?,Reserves,https://en.wikipedia.org/wiki/Millbrook_First_Nation#Reserves,"The Millbrook First Nation is a Mi'kmaq First Nation band government in Nova Scotia, Canada. The table indicates the reserves stablishied at Mi'kmaq in this table It list the communities, the area, location and Population, there is other table that indicates the Band Chiefs."
What are the populations?,Reserves,https://en.wikipedia.org/wiki/Millbrook_First_Nation#Reserves,"The population of the reserves total up to 1109 with Millbrook 27 having the most at 860 and Beaver Lake 17 having the least at 21, there are three others 27A,B and C that have a total of 0"
What are the populations?,Reserves,https://en.wikipedia.org/wiki/Millbrook_First_Nation#Reserves,"I found a table of 7 reserves. There are all in Nova Scotia, Canada. Among them ""Beaver Lake 17"" is the largest and it has been established the longest, though it has a population of only 21 people."
What are the populations?,Reserves,https://en.wikipedia.org/wiki/Millbrook_First_Nation#Reserves,"I found a table of reserves of MIllebrook which lists seven reserves like Beaver Lake and Truro.  For each reservation you'll find it's size (area) in Hectares and Acres, you will also see it's location and population.  Finally the date each were established, with Cole Harbour being earliest in March of 1880."
Tell me about the hit recordings that Gene Paul has engineered?,Recordings,https://en.wikipedia.org/wiki/Gene_Paul#Recordings,"The list shows all the recordings engineered by Gene Paul. It goes from the year 1961 to 2007. It shows he did recordings for people like Willie Nelson, Bette Midler, Herbie Mann, and many more.  Sometimes he was the recording engineer while other times he was the remastering Engineer or the  mastering Engineer. There are a lot more Jazz songs on the list than other types of music."
Tell me about the hit recordings that Gene Paul has engineered?,Recordings,https://en.wikipedia.org/wiki/Gene_Paul#Recordings,"I found a Wikipedia article on Gene Paul.  He engineered at Atlantic Studio Recordings during the 1960-1980's.  He has had number #1 hits on the Billboard Charts in the Pop and Jazz, Pop Top 10, Jazz Top 10 and R&B Top 20."
Tell me about the hit recordings that Gene Paul has engineered?,Recordings,https://en.wikipedia.org/wiki/Gene_Paul#Recordings,"Gene Paul has engineered a lot of different songs from many different albums.  He has engineered many #1 songs on varying charts.  He is primarily the recording, remixing, mixing or remastering engineer."
Tell me about the hit recordings that Gene Paul has engineered?,Recordings,https://en.wikipedia.org/wiki/Gene_Paul#Recordings,"I found a table that details the array of hit recordings that Gene Paul has engineered. Hits range from ""Exodus"" in 1961 to ""Cinco de Mowo"" in 2007. A few of his engineered hits, including ""Black and Blue"" have charted #1 in the United States."
Tell me about the hit recordings that Gene Paul has engineered?,Recordings,https://en.wikipedia.org/wiki/Gene_Paul#Recordings,"I found a table of Recordings which is arranged year wise starting from 1961 to 2007. He started with 'Exodus' album, as a remastering engineer with artist 'Eddie Harris'."
What are the active members?,Squad_members,https://en.wikipedia.org/wiki/South_Korea_Davis_Cup_team#Squad_members,"Active members as of 2019 includes Chung Hong, Kwon Soonwoo, Nam Ji Sung, Chung Yunseong and Song Minkyu"
What are the active members?,Squad_members,https://en.wikipedia.org/wiki/South_Korea_Davis_Cup_team#Squad_members,"""I found a table with a list of active and inactive players with a record of the years played by each player until 2011. It includes the names of the players including Cho Soong-Jae, Chung Hong, Im Kyu-tae and Jeong Suk- Young. """
What are the active members?,Squad_members,https://en.wikipedia.org/wiki/South_Korea_Davis_Cup_team#Squad_members,"Some of the current active players on the South Korea Davis Team, according to the table, include Cho Soon-Jae, Chung Hong, Im Kyu-tae, and Jeong Suk-Young. Some other players active on the team are Kim Young-Jun, Lim Yong-Kyu, and Seol Jae-Min."
What are the active members?,Squad_members,https://en.wikipedia.org/wiki/South_Korea_Davis_Cup_team#Squad_members,I found a table of the South Korea Davis Cup team. The team represents South Korea in Davis Cup tennis competition and are governed by the Korea Tennis Association. The team  competed in its first Davis Cup in 1960. There a 5 current members.
What are the active members?,Squad_members,https://en.wikipedia.org/wiki/South_Korea_Davis_Cup_team#Squad_members,"Here is the detail Squad members of South Korea Davis Cup team as of December 5, 2011. The active players in the list are highlighted in bold. The rankings of active players are also provided in parentheses. The detail also provides the years during which the player has played and Total Wins / Lose. The breakup wins & loses in singles and doubles category is also available."
What are the songs included in 21 & Over?,Track listing,https://en.wikipedia.org/wiki/21_%26_Over_(album)#Track_listing,"There are ten tracks on 21 & Over, including the singles, ""Make Room,"" ""Likwit"" and ""Mary Jane."" Most are sung by Tash and/or J-Ro, and most were produced by E-Swift and/or Tha Alkaholiks."
What are the songs included in 21 & Over?,Track listing,https://en.wikipedia.org/wiki/21_%26_Over_(album)#Track_listing,"There are quite a few like Likwit, Only when i'm drunk, Last Call, Soda Pop, Make room, Mary Jane and Who dem Niggas. Make room made it to the US rap list at number 8 in 93 and Likwit made it to 31 so they are some successes ."
What are the songs included in 21 & Over?,Track listing,https://en.wikipedia.org/wiki/21_%26_Over_(album)#Track_listing,"I found a table of the track list of the album ""21& Over"" by West Coast, a hip hop group. There are about 10 songs in the album and most of them were produced by E-Swift, Tha Alkaholiks and King Tee. The song, ""Likwit"" has the shortest duration, only 2:34 minutes while the song ""Last Call"" has the longest, 4:37 minutes to be exact."
What are the songs included in 21 & Over?,Track listing,https://en.wikipedia.org/wiki/21_%26_Over_(album)#Track_listing,"I found a table listing the 10 track listings on the album 21 & over. It also lists the producers, performers, & length of each track. The 10 tracks are Likwit, Only when I'm drunk, Last Call, Can't tell me shit, Thurn Tha party out, bullshit, soda pop, Make Room, Mary Jane, & Who Dem Niggas."
What are the songs included in 21 & Over?,Track listing,https://en.wikipedia.org/wiki/21_%26_Over_(album)#Track_listing,"The table is about listing of tracks related to group “21 & Over” In this track listing one can find the title of the track, Producer name, Performer name and Length of the performance."
What are the airlines in Uganda,List_of_airlines_of_Uganda,https://en.wikipedia.org/wiki/List_of_airlines_of_Uganda#0,"I found a table of airlines currently registered in Uganda. There are a total of 12 airlines, earliest establishment date of 1987 and the newest being Uganda Airlines established in 2018. The breakdown of the airlines are the following: 4 of them are scheduled carriers, 3 of them are passenger charters,2 of them are cargo carriers and 2 of them are charter airlines."
What are the airlines in Uganda,List_of_airlines_of_Uganda,https://en.wikipedia.org/wiki/List_of_airlines_of_Uganda#0,"The first table is about a list of airlines currently registered in Uganda, as of August 2019. In this list we can see the following airlines: Aerolink Uganda, Aim Air (Uganda), Air Serv Limited, MAF Uganda, Passenger Charter, Eagle Air (Uganda), Transafrik Uganda, Uganda Air Cargo, Entebbe Airways, Kush Air Uganda, Uganda Airlines, Premier Services East Africa. Next, we can see the detailed informations about each airlines: IATA, ICAO, CALLSIGN, a picture, when it started and a note about it."
What are the airlines in Uganda,List_of_airlines_of_Uganda,https://en.wikipedia.org/wiki/List_of_airlines_of_Uganda#0,"There are currently 11 airlines in Uganda with the earliest being established in 1975. There is a mixture of Cargo Carriers, Scheduled Carriers and Charter airlines."
What are the airlines in Uganda,List_of_airlines_of_Uganda,https://en.wikipedia.org/wiki/List_of_airlines_of_Uganda#0,"Here is the list of airlines of Uganda. The table provides the details of Name of Airline, IATA, ICAO, Callsign, Photo of a Plane, Year the airline started and Notes for any other important information related to airline."
What are the airlines in Uganda,List_of_airlines_of_Uganda,https://en.wikipedia.org/wiki/List_of_airlines_of_Uganda#0,"According to a table I found, 11 airlines operate in Uganda, as of August 2019. This includes, Aerolink, Aim Air, Air Serv, MAF, Eagle Air, Transafrik, Entebbe, Kush Air, and Uganda Airlines. There are also about a dozen airlines that used to operate in Uganda that are now defunct."
What films has Madhuurima acted?,Filmography,https://en.wikipedia.org/wiki/Madhuurima#Filmography,"hi jack i would like to share about  Madhuurima indian actress.Banerjee was born and brought up in Mumbai, Maharashtra. Her father is a Bengali mechanical engineer who served in the Indian Navy, before he began working as the general manager of the largest private shipyard of India.she is my always favourite actress so i would like to share to you.she is always best time movie is green signal i watched that movie infinite times.just i am updated to you.ok bye carry on"
What films has Madhuurima acted?,Filmography,https://en.wikipedia.org/wiki/Madhuurima#Filmography,"I FOUND A TABLE ABOUT ACTOR BANERJEE FILMOGRAPHY. SHE WAS PLAY A DIFFERENT MOVIE ROLE LIKE HEROINE FRIEND, DAUGHTER, ETC. SHE ACTED DIFFERENT LANGUAGE LIKE A HINDI, TELUGU, KANNADA AND TAMIL.. SHE IS A FAMOUS SOUTH INDIAN ACTOR."
What films has Madhuurima acted?,Filmography,https://en.wikipedia.org/wiki/Madhuurima#Filmography,"This table details the filmography of actress Nyra Banerjee from India. She has been seen in 23 films in 6 different languages, with Telugu being the most abundant. She has been included in special appearances in 3 films and assistant director in 1 film."
What films has Madhuurima acted?,Filmography,https://en.wikipedia.org/wiki/Madhuurima#Filmography,"According to a table I found, Madhuurima acted in more than 20 movies between 2009 and 2019. The earliest one she was in was Toss: A Flip of Destiny, and the most recent was Operation Cobra. Most of the films she has been in are in Telugu or Hindi."
What films has Madhuurima acted?,Filmography,https://en.wikipedia.org/wiki/Madhuurima#Filmography,"She has acted in 23 films so far with her earliest being in 2009 titled Toss: A flip of destiny all the way to 2019 which is currently titled Operation Cobra, she is also currently working on a tv show called Divya Drishti."
Tell me about the mountains peaks of California with 4000 meters summits?,Major 4000-meter summits,https://en.wikipedia.org/wiki/List_of_the_major_4000-meter_summits_of_California#Major_4000-meter_summits,"There is a total of 16 peaks that go from 13,129 all the way to 14,505. Mount Whitney is the tallest of the bunch with Red State Mountain being the smallest, the others in between range from 13,129 and 14,379."
Tell me about the mountains peaks of California with 4000 meters summits?,Major 4000-meter summits,https://en.wikipedia.org/wiki/List_of_the_major_4000-meter_summits_of_California#Major_4000-meter_summits,"I found a table that contain mountain that are 4000m high in the United State, of the mountains Mount Whitney is the highest with an elevation of 4421m while Red Slate  is the least of the 16 and it has an elevation of 4002m height. Sieera Nevada has a lager number of  range totaled at 13 mountains."
Tell me about the mountains peaks of California with 4000 meters summits?,Major 4000-meter summits,https://en.wikipedia.org/wiki/List_of_the_major_4000-meter_summits_of_California#Major_4000-meter_summits,"According to the table, there are 16 mountain peaks in California that are over 4000 meters high. Most (13) are located in the Sierra Nevada range. Mount Whitney and Mount Williamson are the tallest."
Tell me about the mountains peaks of California with 4000 meters summits?,Major 4000-meter summits,https://en.wikipedia.org/wiki/List_of_the_major_4000-meter_summits_of_California#Major_4000-meter_summits,"I found a list of the 16 mountain peaks of California with 4000 meters of topographic elevation and 500 meters of topographic prominence. The mountains span 3 different ranges. These ranges include Sierra Nevada, White Mountains, and Cascade Range. The highest peak is Mount Whitney with an elevation of 4421 m and a prominence of 3072 m. The lowest peak above 4000m is Red Slate Mountain spanning the Sierra Nevada range at an elevation of 4002m and a prominence of 3072m"
